seed,time_s,link_id,utilization
3,0,e001,0.5508
3,0,e002,0.5722
3,0,e003,0.5338
3,0,e004,0.5238
3,0,e005,0.5356
3,0,e006,0.5683
3,0,e007,0.4337
3,0,e008,0.4937
3,0,e009,0.47
3,0,e010,0.4205
3,0,e011,0.4963
3,0,e012,0.4195
3,0,e013,0.4784
3,0,e014,0.4645
3,0,e015,0.4482
3,0,e016,0.4701
3,0,e017,0.4129
3,0,e018,0.3782
3,0,e019,0.4486
3,0,e020,0.478
3,0,e021,0.4524
3,0,e022,0.4341
3,0,e023,0.4998
3,0,e024,0.4787
3,1,e001,0.5058
3,1,e002,0.543
3,1,e003,0.5208
3,1,e004,0.5076
3,1,e005,0.5321
3,1,e006,0.5806
3,1,e007,0.4431
3,1,e008,0.3819
3,1,e009,0.4093
3,1,e010,0.4223
3,1,e011,0.4646
3,1,e012,0.4449
3,1,e013,0.3941
3,1,e014,0.3787
3,1,e015,0.4606
3,1,e016,0.3789
3,1,e017,0.4713
3,1,e018,0.4629
3,1,e019,0.4199
3,1,e020,0.3682
3,1,e021,0.3899
3,1,e022,0.4372
3,1,e023,0.436
3,1,e024,0.3689
3,2,e001,0.5449
3,2,e002,0.5581
3,2,e003,0.4838
3,2,e004,0.4941
3,2,e005,0.5227
3,2,e006,0.5798
3,2,e007,0.4129
3,2,e008,0.373
3,2,e009,0.401
3,2,e010,0.3776
3,2,e011,0.4662
3,2,e012,0.4152
3,2,e013,0.4382
3,2,e014,0.4344
3,2,e015,0.3932
3,2,e016,0.4137
3,2,e017,0.4343
3,2,e018,0.3969
3,2,e019,0.4487
3,2,e020,0.3678
3,2,e021,0.4032
3,2,e022,0.3748
3,2,e023,0.4856
3,2,e024,0.3619
3,3,e001,0.4953
3,3,e002,0.5588
3,3,e003,0.5082
3,3,e004,0.5305
3,3,e005,0.5203
3,3,e006,0.4631
3,3,e007,0.3473
3,3,e008,0.4226
3,3,e009,0.348
3,3,e010,0.4019
3,3,e011,0.3715
3,3,e012,0.3775
3,3,e013,0.4216
3,3,e014,0.3745
3,3,e015,0.3802
3,3,e016,0.3986
3,3,e017,0.4117
3,3,e018,0.4241
3,3,e019,0.3293
3,3,e020,0.4229
3,3,e021,0.3967
3,3,e022,0.4468
3,3,e023,0.4054
3,3,e024,0.3872
3,4,e001,0.5406
3,4,e002,0.5274
3,4,e003,0.5551
3,4,e004,0.5439
3,4,e005,0.4919
3,4,e006,0.5225
3,4,e007,0.4334
3,4,e008,0.4422
3,4,e009,0.3638
3,4,e010,0.3843
3,4,e011,0.3831
3,4,e012,0.3506
3,4,e013,0.3809
3,4,e014,0.3302
3,4,e015,0.4094
3,4,e016,0.4053
3,4,e017,0.4199
3,4,e018,0.3943
3,4,e019,0.4045
3,4,e020,0.4368
3,4,e021,0.4071
3,4,e022,0.3762
3,4,e023,0.4011
3,4,e024,0.3908
3,5,e001,0.521
3,5,e002,0.5285
3,5,e003,0.5682
3,5,e004,0.5279
3,5,e005,0.5007
3,5,e006,0.5598
3,5,e007,0.3786
3,5,e008,0.3548
3,5,e009,0.3993
3,5,e010,0.4263
3,5,e011,0.4418
3,5,e012,0.4549
3,5,e013,0.4194
3,5,e014,0.4153
3,5,e015,0.442
3,5,e016,0.4382
3,5,e017,0.3608
