seed,time_s,link_id,utilization
5,0,e001,0.541
5,0,e002,0.5096
5,0,e003,0.494
5,0,e004,0.4797
5,0,e005,0.568
5,0,e006,0.473
5,0,e007,0.4344
5,0,e008,0.4171
5,0,e009,0.3738
5,0,e010,0.3293
5,0,e011,0.3602
5,0,e012,0.3465
5,0,e013,0.3963
5,0,e014,0.4088
5,0,e015,0.3165
5,0,e016,0.3335
5,0,e017,0.3619
5,0,e018,0.3501
5,0,e019,0.369
5,0,e020,0.4214
5,0,e021,0.3839
5,0,e022,0.3494
5,0,e023,0.3853
5,0,e024,0.3541
5,1,e001,0.4685
5,1,e002,0.498
5,1,e003,0.505
5,1,e004,0.5418
5,1,e005,0.5614
5,1,e006,0.5587
5,1,e007,0.3688
5,1,e008,0.3524
5,1,e009,0.4109
5,1,e010,0.4221
5,1,e011,0.3904
5,1,e012,0.3727
5,1,e013,0.3895
5,1,e014,0.4276
5,1,e015,0.4232
5,1,e016,0.4019
5,1,e017,0.372
5,1,e018,0.4048
5,1,e019,0.3746
5,1,e020,0.3411
5,1,e021,0.4309
5,1,e022,0.4212
5,1,e023,0.4435
5,1,e024,0.434
5,2,e001,0.4728
5,2,e002,0.5616
5,2,e003,0.5305
5,2,e004,0.5327
5,2,e005,0.5129
5,2,e006,0.49
5,2,e007,0.3523
5,2,e008,0.3563
5,2,e009,0.4398
5,2,e010,0.3895
5,2,e011,0.4411
5,2,e012,0.3839
5,2,e013,0.3703
5,2,e014,0.4198
5,2,e015,0.4074
5,2,e016,0.3577
5,2,e017,0.3742
5,2,e018,0.3739
5,2,e019,0.3774
5,2,e020,0.4456
5,2,e021,0.3779
5,2,e022,0.4238
5,2,e023,0.4405
5,2,e024,0.4462
5,3,e001,0.5539
5,3,e002,0.5335
5,3,e003,0.5561
5,3,e004,0.5478
5,3,e005,0.5104
5,3,e006,0.5442
5,3,e007,0.3984
5,3,e008,0.4154
5,3,e009,0.455
5,3,e010,0.4271
5,3,e011,0.471
5,3,e012,0.4209
5,3,e013,0.4195
5,3,e014,0.4466
5,3,e015,0.4193
5,3,e016,0.4029
5,3,e017,0.4097
5,3,e018,0.4585
5,3,e019,0.4896
5,3,e020,0.3909
5,3,e021,0.4376
5,3,e022,0.4314
5,3,e023,0.4367
5,3,e024,0.4285
5,4,e001,0.4945
5,4,e002,0.492
5,4,e003,0.5186
5,4,e004,0.5087
5,4,e005,0.5223
5,4,e006,0.5405
5,4,e007,0.4764
5,4,e008,0.4348
5,4,e009,0.3881
5,4,e010,0.399
5,4,e011,0.3932
5,4,e012,0.4531
5,4,e013,0.4559
5,4,e014,0.4063
5,4,e015,0.4229
5,4,e016,0.4617
5,4,e017,0.3808
5,4,e018,0.363
5,4,e019,0.3782
5,4,e020,0.4259
5,4,e021,0.3591
5,4,e022,0.4519
5,4,e023,0.3838
5,4,e024,0.3774
5,5,e001,0.4892
5,5,e002,0.6094
5,5,e003,0.5192
5,5,e004,0.5332
5,5,e005,0.5964
5,5,e006,0.5633
5,5,e007,0.4315
5,5,e008,0.468
5,5,e009,0.4049
5,5,e010,0.4227
5,5,e011,0.4637
5,5,e012,0.4088
5,5,e013,0.4313
5,5,e014,0.4375
5,5,e015,0.4633
5,5,e016,0.4552
5,5,e017,0.41
5,5,e018,0.4397
5,5,e019,0.3864
5,5,e020,0.4429
5,5,e021,0.4659
5,5,e022,0.3927
5,5,e023,0.4535
5,5,e024,0.4562
5,6,e001,0.4864
5,6,e002,0.4833
5,6,e003,0.4919
5,6,e004,0.4703
5,6,e005,0.5451
5,6,e006,0.5589
5,6,e007,0.3434
5,6,e008,0.4537
5,6,e009,0.3629
5,6,e010,0.3667
5,6,e011,0.3898
5,6,e012,0.4351
5,6,e013,0.3844
5,6,e014,0.3362
5,6,e015,0.4766
5,6,e016,0.3634
5,6,e017,0.4404
5,6,e018,0.4138
5,6,e019,0.3765
5,6,e020,0.3434
5,6,e021,0.3648
5,6,e022,0.4502
5,6,e023,0.369
5,6,e024,0.4474
5,7,e001,0.6014
5,7,e002,0.5115
5,7,e003,0.5697
5,7,e004,0.5901
5,7,e005,0.5196
5,7,e006,0.5526
5,7,e007,0.3862
5,7,e008,0.4435
5,7,e009,0.4214
5,7,e010,0.4145
5,7,e011,0.4949
5,7,e012,0.4282
5,7,e013,0.4253
5,7,e014,0.394
5,7,e015,0.4727
5,7,e016,0.4611
5,7,e017,0.4878
5,7,e018,0.3846
5,7,e019,0.4503
5,7,e020,0.4923
5,7,e021,0.4256
5,7,e022,0.4426
5,7,e023,0.4433
5,7,e024,0.4118
5,8,e001,0.6313
5,8,e002,0.5223
5,8,e003,0.5431
5,8,e004,0.5667
5,8,e005,0.6073
5,8,e006,0.6215
5,8,e007,0.4505
5,8,e008,0.415
5,8,e009,0.4833
5,8,e010,0.4265
5,8,e011,0.4443
5,8,e012,0.5035
5,8,e013,0.4824
5,8,e014,0.4716
5,8,e015,0.4631
5,8,e016,0.3923
5,8,e017,0.4259
5,8,e018,0.4326
5,8,e019,0.4775
5,8,e020,0.3716
5,8,e021,0.446
5,8,e022,0.4061
5,8,e023,0.4535
5,8,e024,0.4237
5,9,e001,0.5478
5,9,e002,0.6146
5,9,e003,0.5764
5,9,e004,0.5415
5,9,e005,0.5998
5,9,e006,0.5779
5,9,e007,0.4748
5,9,e008,0.3928
5,9,e009,0.4368
5,9,e010,0.4348
5,9,e011,0.4432
5,9,e012,0.3824
5,9,e013,0.499
5,9,e014,0.4199
5,9,e015,0.4583
5,9,e016,0.4304
5,9,e017,0.4186
5,9,e018,0.4416
5,9,e019,0.4587
5,9,e020,0.4318
5,9,e021,0.426
5,9,e022,0.4152
5,9,e023,0.3856
5,9,e024,0.4101
5,10,e001,0.5317
5,10,e002,0.5889
5,10,e003,0.5012
5,10,e004,0.5858
5,10,e005,0.5581
5,10,e006,0.5711
5,10,e007,0.4102
5,10,e008,0.3879
5,10,e009,0.4134
5,10,e010,0.4333
5,10,e011,0.4366
5,10,e012,0.4703
5,10,e013,0.4219
5,10,e014,0.3842
5,10,e015,0.4384
5,10,e016,0.381
5,10,e017,0.4364
5,10,e018,0.4588
5,10,e019,0.4296
5,10,e020,0.4229
5,10,e021,0.3429
5,10,e022,0.4056
5,10,e023,0.3746
5,10,e024,0.4403
5,11,e001,0.5255
5,11,e002,0.6158
5,11,e003,0.6081
5,11,e004,0.5373
5,11,e005,0.6179
5,11,e006,0.6053
5,11,e007,0.4141
5,11,e008,0.4817
5,11,e009,0.4242
5,11,e010,0.5195
5,11,e011,0.441
5,11,e012,0.479
5,11,e013,0.3872
5,11,e014,0.4652
5,11,e015,0.4708
5,11,e016,0.4443
5,11,e017,0.4052
5,11,e018,0.4837
5,11,e019,0.4222
5,11,e020,0.4046
5,11,e021,0.4257
5,11,e022,0.4663
5,11,e023,0.4676
5,11,e024,0.4704
5,12,e001,0.58
5,12,e002,0.5428
5,12,e003,0.5301
5,12,e004,0.552
5,12,e005,0.5472
5,12,e006,0.5297
5,12,e007,0.4005
5,12,e008,0.384
5,12,e009,0.4584
5,12,e010,0.3761
5,12,e011,0.3613
5,12,e012,0.3883
5,12,e013,0.401
5,12,e014,0.4069
5,12,e015,0.41
5,12,e016,0.4185
5,12,e017,0.4672
5,12,e018,0.3801
5,12,e019,0.3863
5,12,e020,0.3699
5,12,e021,0.3903
5,12,e022,0.409
5,12,e023,0.3811
5,12,e024,0.4644
5,13,e001,0.5481
5,13,e002,0.5442
5,13,e003,0.4998
5,13,e004,0.5735
5,13,e005,0.5331
5,13,e006,0.5325
5,13,e007,0.452
5,13,e008,0.4203
5,13,e009,0.3874
5,13,e010,0.3732
5,13,e011,0.4581
5,13,e012,0.4028
5,13,e013,0.3932
5,13,e014,0.3422
5,13,e015,0.4718
5,13,e016,0.4033
5,13,e017,0.3429
5,13,e018,0.4386
5,13,e019,0.4104
5,13,e020,0.3521
5,13,e021,0.4303
5,13,e022,0.3593
5,13,e023,0.3835
5,13,e024,0.4184
5,14,e001,0.5544
5,14,e002,0.5711
5,14,e003,0.6052
5,14,e004,0.5752
5,14,e005,0.522
5,14,e006,0.6132
5,14,e007,0.4829
5,14,e008,0.4322
5,14,e009,0.471
5,14,e010,0.3948
5,14,e011,0.4565
5,14,e012,0.4643
5,14,e013,0.5134
5,14,e014,0.4388
5,14,e015,0.4
5,14,e016,0.4182
5,14,e017,0.4384
5,14,e018,0.4738
5,14,e019,0.4997
5,14,e020,0.4309
5,14,e021,0.4181
5,14,e022,0.4605
5,14,e023,0.4697
5,14,e024,0.5107
