seed,time_s,link_id,utilization
2,0,e001,0.5074
2,0,e002,0.52
2,0,e003,0.5518
2,0,e004,0.4935
2,0,e005,0.5642
2,0,e006,0.4939
2,0,e007,0.4275
2,0,e008,0.4253
2,0,e009,0.424
2,0,e010,0.3851
2,0,e011,0.4098
2,0,e012,0.4162
2,0,e013,0.4771
2,0,e014,0.3972
2,0,e015,0.3769
2,0,e016,0.4584
2,0,e017,0.4419
2,0,e018,0.3919
2,0,e019,0.3962
2,0,e020,0.4012
2,0,e021,0.4037
2,0,e022,0.3951
2,0,e023,0.3842
2,0,e024,0.3473
2,1,e001,0.5543
2,1,e002,0.6134
2,1,e003,0.5589
2,1,e004,0.5687
2,1,e005,0.5345
2,1,e006,0.5196
2,1,e007,0.4084
2,1,e008,0.3871
2,1,e009,0.3624
2,1,e010,0.4422
2,1,e011,0.4484
2,1,e012,0.4393
2,1,e013,0.4359
2,1,e014,0.4586
2,1,e015,0.4496
2,1,e016,0.3754
2,1,e017,0.4815
2,1,e018,0.3653
2,1,e019,0.3628
2,1,e020,0.4036
2,1,e021,0.461
2,1,e022,0.3972
2,1,e023,0.4018
2,1,e024,0.4284
2,2,e001,0.4877
2,2,e002,0.4836
2,2,e003,0.5114
2,2,e004,0.5828
2,2,e005,0.5026
2,2,e006,0.582
2,2,e007,0.3799
2,2,e008,0.4191
2,2,e009,0.4471
2,2,e010,0.3376
2,2,e011,0.4198
2,2,e012,0.3612
2,2,e013,0.383
2,2,e014,0.4393
2,2,e015,0.3933
2,2,e016,0.3672
2,2,e017,0.4291
2,2,e018,0.3499
2,2,e019,0.4226
2,2,e020,0.3744
2,2,e021,0.4069
2,2,e022,0.3547
2,2,e023,0.4018
2,2,e024,0.3669
2,3,e001,0.5171
2,3,e002,0.6157
2,3,e003,0.576
2,3,e004,0.5716
2,3,e005,0.5351
2,3,e006,0.5533
2,3,e007,0.4658
2,3,e008,0.3794
2,3,e009,0.4102
2,3,e010,0.4047
2,3,e011,0.4591
2,3,e012,0.4056
2,3,e013,0.3983
2,3,e014,0.4653
2,3,e015,0.404
2,3,e016,0.4224
2,3,e017,0.4409
2,3,e018,0.3936
2,3,e019,0.3554
2,3,e020,0.4632
2,3,e021,0.4672
2,3,e022,0.452
2,3,e023,0.4064
2,3,e024,0.386
2,4,e001,0.566
2,4,e002,0.5394
2,4,e003,0.5336
2,4,e004,0.5306
2,4,e005,0.5489
2,4,e006,0.5873
2,4,e007,0.36
2,4,e008,0.3873
2,4,e009,0.4328
2,4,e010,0.3552
2,4,e011,0.4589
2,4,e012,0.3581
2,4,e013,0.4378
2,4,e014,0.4884
2,4,e015,0.3748
2,4,e016,0.411
2,4,e017,0.3552
2,4,e018,0.4103
2,4,e019,0.3656
2,4,e020,0.4518
2,4,e021,0.3906
2,4,e022,0.3932
2,4,e023,0.4166
2,4,e024,0.4107
2,5,e001,0.5378
2,5,e002,0.4963
2,5,e003,0.4734
2,5,e004,0.5238
2,5,e005,0.5073
2,5,e006,0.5045
2,5,e007,0.337
2,5,e008,0.3518
2,5,e009,0.4248
2,5,e010,0.3567
2,5,e011,0.3921
2,5,e012,0.3844
2,5,e013,0.325
2,5,e014,0.3961
2,5,e015,0.3586
2,5,e016,0.3388
2,5,e017,0.3868
2,5,e018,0.3566
2,5,e019,0.3581
2,5,e020,0.3573
2,5,e021,0.3939
2,5,e022,0.3324
2,5,e023,0.3381
2,5,e024,0.3947
2,6,e001,0.5058
2,6,e002,0.4839
2,6,e003,0.5475
2,6,e004,0.4994
2,6,e005,0.5266
2,6,e006,0.5933
2,6,e007,0.4211
2,6,e008,0.4017
2,6,e009,0.4118
2,6,e010,0.396
2,6,e011,0.4491
2,6,e012,0.3668
2,6,e013,0.4333
2,6,e014,0.3627
2,6,e015,0.3789
2,6,e016,0.3694
2,6,e017,0.4307
2,6,e018,0.4355
2,6,e019,0.388
2,6,e020,0.3859
