seed,time_s,link_id,utilization
4,0,e001,0.5431
4,0,e002,0.4504
4,0,e003,0.4953
4,0,e004,0.4603
4,0,e005,0.5249
4,0,e006,0.5194
4,0,e007,0.3935
4,0,e008,0.3452
4,0,e009,0.4249
4,0,e010,0.388
4,0,e011,0.4369
4,0,e012,0.3725
4,0,e013,0.3863
4,0,e014,0.4445
4,0,e015,0.3542
4,0,e016,0.3788
4,0,e017,0.3978
4,0,e018,0.4443
4,0,e019,0.3926
4,0,e020,0.3729
4,0,e021,0.4252
4,0,e022,0.3723
4,0,e023,0.3421
4,0,e024,0.4296
4,1,e001,0.5465
4,1,e002,0.5785
4,1,e003,0.5567
4,1,e004,0.5294
4,1,e005,0.598
4,1,e006,0.5477
4,1,e007,0.443
4,1,e008,0.3908
4,1,e009,0.3635
4,1,e010,0.4425
4,1,e011,0.3917
4,1,e012,0.41
4,1,e013,0.3719
4,1,e014,0.3851
4,1,e015,0.4188
4,1,e016,0.3552
4,1,e017,0.3586
4,1,e018,0.3825
4,1,e019,0.4434
4,1,e020,0.3716
4,1,e021,0.3551
4,1,e022,0.3761
4,1,e023,0.399
4,1,e024,0.3897
4,2,e001,0.5541
4,2,e002,0.5423
4,2,e003,0.5423
4,2,e004,0.5598
4,2,e005,0.5963
4,2,e006,0.5511
4,2,e007,0.4298
4,2,e008,0.4821
4,2,e009,0.4465
4,2,e010,0.4091
4,2,e011,0.4883
4,2,e012,0.4219
4,2,e013,0.3892
4,2,e014,0.4375
4,2,e015,0.4774
4,2,e016,0.3936
4,2,e017,0.4939
4,2,e018,0.414
4,2,e019,0.476
4,2,e020,0.4709
4,2,e021,0.4576
4,2,e022,0.4373
4,2,e023,0.4542
4,2,e024,0.4979
4,3,e001,0.5474
4,3,e002,0.5339
4,3,e003,0.585
4,3,e004,0.5987
4,3,e005,0.6132
4,3,e006,0.5385
4,3,e007,0.4564
4,3,e008,0.4711
4,3,e009,0.4006
4,3,e010,0.4209
4,3,e011,0.4827
4,3,e012,0.4123
4,3,e013,0.4693
4,3,e014,0.4343
4,3,e015,0.466
4,3,e016,0.4373
4,3,e017,0.4019
4,3,e018,0.3767
4,3,e019,0.4107
4,3,e020,0.4031
4,3,e021,0.4096
4,3,e022,0.4063
4,3,e023,0.3985
4,3,e024,0.3725
4,4,e001,0.5458
4,4,e002,0.5681
4,4,e003,0.5998
4,4,e004,0.5876
4,4,e005,0.5996
4,4,e006,0.5465
4,4,e007,0.3454
4,4,e008,0.4023
4,4,e009,0.3669
4,4,e010,0.3943
4,4,e011,0.4167
4,4,e012,0.4731
4,4,e013,0.4593
4,4,e014,0.4664
4,4,e015,0.4997
4,4,e016,0.396
4,4,e017,0.45
4,4,e018,0.3908
4,4,e019,0.3926
4,4,e020,0.3664
4,4,e021,0.4161
4,4,e022,0.3839
4,4,e023,0.3903
4,4,e024,0.3561
4,5,e001,0.552
4,5,e002,0.554
4,5,e003,0.5833
4,5,e004,0.5984
4,5,e005,0.5612
4,5,e006,0.6083
4,5,e007,0.4005
4,5,e008,0.4142
4,5,e009,0.4842
4,5,e010,0.4675
4,5,e011,0.4286
4,5,e012,0.4666
4,5,e013,0.5185
4,5,e014,0.4844
4,5,e015,0.4492
4,5,e016,0.4551
4,5,e017,0.4284
4,5,e018,0.4719
4,5,e019,0.4004
4,5,e020,0.4063
4,5,e021,0.461
4,5,e022,0.4766
4,5,e023,0.4506
4,5,e024,0.4444
4,6,e001,0.565
4,6,e002,0.5292
4,6,e003,0.5299
4,6,e004,0.5386
4,6,e005,0.6077
4,6,e006,0.5121
4,6,e007,0.4104
4,6,e008,0.3919
4,6,e009,0.4461
4,6,e010,0.4259
4,6,e011,0.3819
4,6,e012,0.3663
4,6,e013,0.3668
4,6,e014,0.4167
4,6,e015,0.3676
4,6,e016,0.391
4,6,e017,0.4321
4,6,e018,0.3545
4,6,e019,0.4355
4,6,e020,0.4467
4,6,e021,0.4704
4,6,e022,0.3755
4,6,e023,0.3905
4,6,e024,0.407
4,7,e001,0.5414
4,7,e002,0.6065
4,7,e003,0.6124
4,7,e004,0.5941
4,7,e005,0.5986
4,7,e006,0.542
4,7,e007,0.466
4,7,e008,0.4618
4,7,e009,0.475
4,7,e010,0.5026
4,7,e011,0.4764
4,7,e012,0.4101
4,7,e013,0.4381
4,7,e014,0.4594
4,7,e015,0.4498
4,7,e016,0.4356
4,7,e017,0.3921
4,7,e018,0.4211
4,7,e019,0.402
4,7,e020,0.4178
4,7,e021,0.3945
4,7,e022,0.3937
4,7,e023,0.4843
4,7,e024,0.3953
4,8,e001,0.5212
4,8,e002,0.5488
4,8,e003,0.5077
4,8,e004,0.485
4,8,e005,0.5561
4,8,e006,0.5432
4,8,e007,0.3698
4,8,e008,0.3631
4,8,e009,0.4471
4,8,e010,0.3913
4,8,e011,0.3938
4,8,e012,0.3571
4,8,e013,0.4025
4,8,e014,0.4344
4,8,e015,0.3793
4,8,e016,0.437
4,8,e017,0.4295
4,8,e018,0.3741
4,8,e019,0.3711
4,8,e020,0.4261
4,8,e021,0.399
4,8,e022,0.3836
4,8,e023,0.3976
4,8,e024,0.343
4,9,e001,0.5644
4,9,e002,0.5866
4,9,e003,0.5496
4,9,e004,0.5656
4,9,e005,0.5663
4,9,e006,0.5641
4,9,e007,0.471
4,9,e008,0.4941
4,9,e009,0.4365
4,9,e010,0.4264
4,9,e011,0.4045
4,9,e012,0.4387
4,9,e013,0.4727
4,9,e014,0.4661
4,9,e015,0.4225
4,9,e016,0.4409
4,9,e017,0.4234
4,9,e018,0.4628
4,9,e019,0.4438
4,9,e020,0.4461
4,9,e021,0.4844
4,9,e022,0.4426
4,9,e023,0.5204
4,9,e024,0.4132
4,10,e001,0.518
4,10,e002,0.5759
4,10,e003,0.5845
4,10,e004,0.5133
4,10,e005,0.5459
4,10,e006,0.5047
4,10,e007,0.3663
4,10,e008,0.4025
4,10,e009,0.3552
4,10,e010,0.3982
4,10,e011,0.3537
4,10,e012,0.3715
4,10,e013,0.4576
4,10,e014,0.4095
4,10,e015,0.4376
4,10,e016,0.3647
4,10,e017,0.4526
4,10,e018,0.4125
4,10,e019,0.4221
4,10,e020,0.3672
4,10,e021,0.3618
4,10,e022,0.4111
4,10,e023,0.4305
4,10,e024,0.3691
4,11,e001,0.5442
4,11,e002,0.5795
4,11,e003,0.5797
4,11,e004,0.5686
4,11,e005,0.5401
4,11,e006,0.5152
4,11,e007,0.3864
4,11,e008,0.4843
4,11,e009,0.4015
4,11,e010,0.4362
4,11,e011,0.4131
4,11,e012,0.3829
4,11,e013,0.4079
4,11,e014,0.4866
4,11,e015,0.4084
4,11,e016,0.4585
4,11,e017,0.3925
4,11,e018,0.3744
4,11,e019,0.4069
4,11,e020,0.4323
4,11,e021,0.4619
4,11,e022,0.3899
4,11,e023,0.4507
4,11,e024,0.3437
4,12,e001,0.6067
4,12,e002,0.6018
4,12,e003,0.6313
4,12,e004,0.6156
4,12,e005,0.5637
4,12,e006,0.5433
4,12,e007,0.4624
4,12,e008,0.4863
4,12,e009,0.4238
4,12,e010,0.4469
4,12,e011,0.5129
4,12,e012,0.4587
4,12,e013,0.4739
4,12,e014,0.4496
4,12,e015,0.4867
4,12,e016,0.4907
4,12,e017,0.4581
4,12,e018,0.4338
4,12,e019,0.4798
4,12,e020,0.4387
4,12,e021,0.4641
4,12,e022,0.4693
4,12,e023,0.4633
4,12,e024,0.4789
4,13,e001,0.5961
4,13,e002,0.582
4,13,e003,0.587
4,13,e004,0.55
4,13,e005,0.5456
4,13,e006,0.5802
4,13,e007,0.414
4,13,e008,0.4539
4,13,e009,0.4828
4,13,e010,0.451
4,13,e011,0.4992
4,13,e012,0.4916
4,13,e013,0.4199
4,13,e014,0.4554
4,13,e015,0.4521
4,13,e016,0.4237
4,13,e017,0.4311
4,13,e018,0.4732
4,13,e019,0.5321
4,13,e020,0.4771
4,13,e021,0.4799
4,13,e022,0.436
4,13,e023,0.4176
4,13,e024,0.453
4,14,e001,0.5741
4,14,e002,0.6323
4,14,e003,0.6216
4,14,e004,0.5412
4,14,e005,0.5598
4,14,e006,0.5528
4,14,e007,0.4395
4,14,e008,0.4196
4,14,e009,0.4714
4,14,e010,0.4085
4,14,e011,0.4775
4,14,e012,0.397
4,14,e013,0.4198
4,14,e014,0.4186
4,14,e015,0.4122
4,14,e016,0.4347
4,14,e017,0.4686
4,14,e018,0.4817
4,14,e019,0.4444
4,14,e020,0.4858
4,14,e021,0.4779
4,14,e022,0.4589
4,14,e023,0.4603
4,14,e024,0.446
4,15,e001,0.5513
4,15,e002,0.5261
4,15,e003,0.5722
4,15,e004,0.5718
4,15,e005,0.5247
4,15,e006,0.5433
4,15,e007,0.4397
4,15,e008,0.4217
4,15,e009,0.4654
4,15,e010,0.4497
4,15,e011,0.4391
4,15,e012,0.461
4,15,e013,0.3628
4,15,e014,0.3898
4,15,e015,0.4555
4,15,e016,0.4148
4,15,e017,0.3883
4,15,e018,0.4282
4,15,e019,0.4058
4,15,e020,0.3729
4,15,e021,0.4177
4,15,e022,0.4457
4,15,e023,0.4445
4,15,e024,0.4056
4,16,e001,0.5723
4,16,e002,0.6513
4,16,e003,0.5611
4,16,e004,0.5852
4,16,e005,0.6272
4,16,e006,0.6323
4,16,e007,0.4943
4,16,e008,0.4123
4,16,e009,0.4892
4,16,e010,0.434
4,16,e011,0.4485
4,16,e012,0.4718
4,16,e013,0.5229
4,16,e014,0.4876
4,16,e015,0.5116
4,16,e016,0.4381
4,16,e017,0.509
4,16,e018,0.4976
4,16,e019,0.4451
4,16,e020,0.4951
4,16,e021,0.4555
4,16,e022,0.4951
4,16,e023,0.4156
4,16,e024,0.438
4,17,e001,0.6081
4,17,e002,0.5472
4,17,e003,0.568
4,17,e004,0.6305
4,17,e005,0.5284
4,17,e006,0.6167
4,17,e007,0.3922
4,17,e008,0.4115
4,17,e009,0.3868
4,17,e010,0.4421
4,17,e011,0.4228
4,17,e012,0.4828
4,17,e013,0.4339
4,17,e014,0.4103
4,17,e015,0.3874
4,17,e016,0.4054
4,17,e017,0.4092
4,17,e018,0.4605
4,17,e019,0.4542
4,17,e020,0.3871
4,17,e021,0.4063
4,17,e022,0.4661
4,17,e023,0.4641
4,17,e024,0.4232
4,18,e001,0.5698
4,18,e002,0.5697
4,18,e003,0.53
4,18,e004,0.5436
4,18,e005,0.5576
4,18,e006,0.5966
4,18,e007,0.4569
4,18,e008,0.4032
4,18,e009,0.4341
4,18,e010,0.3939
4,18,e011,0.3826
4,18,e012,0.3974
4,18,e013,0.456
4,18,e014,0.3756
4,18,e015,0.4492
4,18,e016,0.4395
4,18,e017,0.515
4,18,e018,0.4096
4,18,e019,0.3832
4,18,e020,0.445
4,18,e021,0.4459
4,18,e022,0.4792
4,18,e023,0.4904
4,18,e024,0.3908
4,19,e001,0.5243
4,19,e002,0.6148
4,19,e003,0.4909
4,19,e004,0.5256
4,19,e005,0.5484
4,19,e006,0.5767
4,19,e007,0.4003
4,19,e008,0.4356
4,19,e009,0.3971
4,19,e010,0.4564
4,19,e011,0.4174
4,19,e012,0.4543
4,19,e013,0.3636
4,19,e014,0.3601
4,19,e015,0.4291
4,19,e016,0.387
4,19,e017,0.4347
4,19,e018,0.4217
4,19,e019,0.433
4,19,e020,0.3791
4,19,e021,0.4724
4,19,e022,0.4277
4,19,e023,0.4305
4,19,e024,0.4314
4,20,e001,0.7629
4,20,e002,0.7938
4,20,e003,0.8327
4,20,e004,0.74
4,20,e005,0.8009
4,20,e006,0.793
4,20,e007,0.5033
4,20,e008,0.4522
4,20,e009,0.5002
4,20,e010,0.4627
4,20,e011,0.4189
4,20,e012,0.3889
4,20,e013,0.4036
4,20,e014,0.4367
4,20,e015,0.3976
4,20,e016,0.4535
4,20,e017,0.5007
4,20,e018,0.4144
4,20,e019,0.4972
4,20,e020,0.4347
4,20,e021,0.4895
4,20,e022,0.453
4,20,e023,0.4105
4,20,e024,0.427
4,21,e001,0.7879
4,21,e002,0.7677
4,21,e003,0.8081
4,21,e004,0.7701
4,21,e005,0.7861
4,21,e006,0.7676
4,21,e007,0.4043
4,21,e008,0.4116
4,21,e009,0.3994
4,21,e010,0.4551
4,21,e011,0.4773
4,21,e012,0.4604
4,21,e013,0.4228
4,21,e014,0.4991
4,21,e015,0.4082
4,21,e016,0.489
4,21,e017,0.4011
4,21,e018,0.4935
4,21,e019,0.4789
4,21,e020,0.5085
4,21,e021,0.4683
4,21,e022,0.4428
4,21,e023,0.4411
4,21,e024,0.5004
4,22,e001,0.8176
4,22,e002,0.7848
4,22,e003,0.8228
4,22,e004,0.7713
4,22,e005,0.8213
4,22,e006,0.838
4,22,e007,0.4996
4,22,e008,0.4609
4,22,e009,0.5276
4,22,e010,0.5062
4,22,e011,0.5481
4,22,e012,0.5019
4,22,e013,0.5018
4,22,e014,0.4418
4,22,e015,0.4649
4,22,e016,0.4651
4,22,e017,0.4505
4,22,e018,0.4388
4,22,e019,0.4727
4,22,e020,0.4497
4,22,e021,0.4495
4,22,e022,0.5067
4,22,e023,0.4838
4,22,e024,0.4398
4,23,e001,0.8358
4,23,e002,0.8098
4,23,e003,0.8606
4,23,e004,0.7968
4,23,e005,0.7449
4,23,e006,0.7758
4,23,e007,0.4452
4,23,e008,0.5228
4,23,e009,0.5077
4,23,e010,0.4387
4,23,e011,0.5183
4,23,e012,0.4575
4,23,e013,0.5011
4,23,e014,0.451
4,23,e015,0.4997
4,23,e016,0.4702
4,23,e017,0.3934
4,23,e018,0.5339
4,23,e019,0.4811
4,23,e020,0.4783
4,23,e021,0.5032
4,23,e022,0.4985
4,23,e023,0.4805
4,23,e024,0.4764
4,24,e001,0.7918
4,24,e002,0.7124
4,24,e003,0.7531
4,24,e004,0.7261
4,24,e005,0.8044
4,24,e006,0.7285
4,24,e007,0.4676
4,24,e008,0.4655
4,24,e009,0.5074
4,24,e010,0.4556
4,24,e011,0.4323
4,24,e012,0.412
4,24,e013,0.4104
4,24,e014,0.4053
4,24,e015,0.484
4,24,e016,0.389
4,24,e017,0.4242
4,24,e018,0.458
4,24,e019,0.399
4,24,e020,0.4368
4,24,e021,0.4537
4,24,e022,0.4275
4,24,e023,0.4413
4,24,e024,0.4156
4,25,e001,0.8332
4,25,e002,0.7382
4,25,e003,0.7383
4,25,e004,0.7422
4,25,e005,0.7547
4,25,e006,0.8062
4,25,e007,0.4251
4,25,e008,0.4357
4,25,e009,0.4018
4,25,e010,0.4515
4,25,e011,0.4233
4,25,e012,0.4808
4,25,e013,0.4027
4,25,e014,0.4034
4,25,e015,0.4746
4,25,e016,0.4702
4,25,e017,0.468
4,25,e018,0.3865
4,25,e019,0.4052
4,25,e020,0.4603
4,25,e021,0.3877
4,25,e022,0.4627
4,25,e023,0.4545
4,25,e024,0.3736
4,26,e001,0.7332
4,26,e002,0.7638
4,26,e003,0.7925
4,26,e004,0.7993
4,26,e005,0.7501
4,26,e006,0.749
4,26,e007,0.4057
4,26,e008,0.4316
4,26,e009,0.402
4,26,e010,0.4134
4,26,e011,0.5013
4,26,e012,0.3976
4,26,e013,0.5152
4,26,e014,0.4247
4,26,e015,0.4712
4,26,e016,0.4747
4,26,e017,0.4053
4,26,e018,0.3729
4,26,e019,0.49
4,26,e020,0.4091
4,26,e021,0.4746
4,26,e022,0.463
4,26,e023,0.4938
4,26,e024,0.426
4,27,e001,0.7403
4,27,e002,0.8457
4,27,e003,0.7427
4,27,e004,0.8343
4,27,e005,0.7987
4,27,e006,0.8117
4,27,e007,0.4929
4,27,e008,0.4988
4,27,e009,0.4356
4,27,e010,0.4864
4,27,e011,0.4368
4,27,e012,0.4837
4,27,e013,0.4638
4,27,e014,0.4746
4,27,e015,0.5008
4,27,e016,0.4381
4,27,e017,0.4252
4,27,e018,0.4666
4,27,e019,0.4573
4,27,e020,0.51
4,27,e021,0.4744
4,27,e022,0.5159
4,27,e023,0.5186
4,27,e024,0.4351
4,28,e001,0.8066
4,28,e002,0.7996
4,28,e003,0.7656
4,28,e004,0.7622
4,28,e005,0.8176
4,28,e006,0.7546
4,28,e007,0.4038
4,28,e008,0.4167
4,28,e009,0.4495
4,28,e010,0.4154
4,28,e011,0.433
4,28,e012,0.4058
4,28,e013,0.4124
4,28,e014,0.5123
4,28,e015,0.4061
4,28,e016,0.461
4,28,e017,0.3943
4,28,e018,0.4382
4,28,e019,0.4645
4,28,e020,0.4432
4,28,e021,0.4759
4,28,e022,0.4896
4,28,e023,0.4704
4,28,e024,0.4625
4,29,e001,0.7973
4,29,e002,0.7783
4,29,e003,0.7673
4,29,e004,0.7645
4,29,e005,0.7428
4,29,e006,0.811
4,29,e007,0.3852
4,29,e008,0.4603
4,29,e009,0.4604
4,29,e010,0.4371
4,29,e011,0.464
4,29,e012,0.3989
4,29,e013,0.4404
4,29,e014,0.3708
4,29,e015,0.3971
4,29,e016,0.4145
4,29,e017,0.4188
4,29,e018,0.434
4,29,e019,0.4691
4,29,e020,0.3967
4,29,e021,0.4191
4,29,e022,0.4262
4,29,e023,0.4465
4,29,e024,0.4647
4,30,e001,0.8625
4,30,e002,0.8196
4,30,e003,0.7861
4,30,e004,0.8701
4,30,e005,0.8095
4,30,e006,0.7905
4,30,e007,0.4731
4,30,e008,0.5382
4,30,e009,0.4662
4,30,e010,0.5085
4,30,e011,0.4874
4,30,e012,0.5
4,30,e013,0.4826
4,30,e014,0.439
4,30,e015,0.4431
4,30,e016,0.5183
4,30,e017,0.4486
4,30,e018,0.441
4,30,e019,0.5087
4,30,e020,0.488
4,30,e021,0.4988
4,30,e022,0.4499
4,30,e023,0.5005
4,30,e024,0.4549
4,31,e001,0.7838
4,31,e002,0.7498
4,31,e003,0.7502
4,31,e004,0.8108
4,31,e005,0.7371
4,31,e006,0.7458
4,31,e007,0.4617
4,31,e008,0.4318
4,31,e009,0.4316
4,31,e010,0.4869
4,31,e011,0.4582
4,31,e012,0.5288
4,31,e013,0.4269
4,31,e014,0.4964
4,31,e015,0.4626
4,31,e016,0.4844
4,31,e017,0.4557
4,31,e018,0.4571
4,31,e019,0.43
4,31,e020,0.4865
4,31,e021,0.4219
4,31,e022,0.4555
